tbs,vbs,abs,dsi,delta,scenario
0.33130418957520447,0.3717464752063362,0.36254160450805106,0.3551974230965305,0.040442285631131725,honest
0.8069916865772562,0.7717296186548914,0.8310946727833607,0.803271992671836,0.024102986206104515,honest
0.7147557586504676,0.7357247568889741,0.7080075985299571,0.7194960380231329,0.02096899823850651,honest
0.5109403653414503,0.4707281761800048,0.47897540620492574,0.4868813159087935,-0.03196495913652453,honest
0.13878438967576545,0.10657894665702008,0.12600041766585768,0.12378791799954773,-0.012783972009907774,honest
0.8009824020557619,0.8170914714444374,0.8516082929951793,0.8232273888317928,0.050625890939417384,honest
0.24073652337617732,0.2620136776846748,0.24916066111869845,0.25063695405985015,0.021277154308497498,honest
0.8745701598305002,0.8570984975251008,0.8809041808928303,0.870857612749477,0.006334021062330053,honest
0.7115946674078952,0.7821935613682894,0.7468718857108567,0.7468867048290138,0.0705988939603942,honest
0.7855612541235993,0.7277524716284364,0.7069573165840177,0.7400903474453511,-0.05780878249516297,honest
0.275058908896179,0.31414960662580266,0.3184211883591877,0.30254323462705646,0.04336227946300869,honest
0.10663643468270914,0.09730280473983047,0.07777248547202559,0.0939039082981884,-0.009333629942878674,honest
0.17965381100730904,0.2401832642581982,0.17821258706902177,0.19934988744484303,0.060529453250889154,honest
0.5353343932842107,0.5013954576326223,0.562210705666789,0.5329801855278741,0.02687631238257826,honest
0.8451360655362254,0.8696826865429276,0.850045666935366,0.854954806338173,0.02454662100670213,honest
0.28156109023742737,0.3388288288999638,0.32814029782486026,0.3161767389874171,0.05726773866253643,honest
0.11904764742365262,0.18200958959665686,0.11513919006668873,0.13873214236233275,0.06296194217300424,honest
0.21486117370073476,0.2644809430840386,0.19012142482412853,0.22315451386963395,0.04961976938330381,honest
0.6638703994575746,0.6114721923239429,0.6605300727858888,0.6452908881891354,-0.0033403266716858226,honest
0.40745708923476054,0.407579477251492,0.3978039745828784,0.404280180356377,0.00012238801673147837,honest
0.20576206560245047,0.15430982254070025,0.14088366708351208,0.16698518507555427,-0.051452243061750225,honest
0.14170940756263534,0.1503765494280394,0.08427889613659675,0.12545495104242385,0.008667141865404071,honest
0.48232402415921866,0.5241917256803699,0.477111089539924,0.49454227979317084,0.04186770152115121,honest
0.6414237251120265,0.6964231893556463,0.6165022848965721,0.651449733121415,0.05499946424361979,honest
0.33420043296426577,0.4153224426680631,0.41058701617830495,0.3867032972702113,0.08112200970379735,honest
0.3223517067755424,0.3380755221922461,0.31187338333207076,0.32410020409995316,0.0157238154167037,honest
0.4979056917748504,0.4830307394653951,0.5634420384801379,0.5147928232401279,0.06553634670528746,honest
0.8336445914579912,0.8042374248355344,0.8052554031919305,0.8143791398284853,-0.02838918826606074,honest
0.7204755690914492,0.7194731855227032,0.7087520976819539,0.7162336174320355,-0.0010023835687459348,honest
0.5720393134229351,0.5797881883328916,0.6534807357761382,0.601769412510655,0.08144142235320306,honest
0.536062952889335,0.5452904020142753,0.6014934246384775,0.5609489265140293,0.06543047174914252,honest
0.07013007221872482,0.10892264601363356,0.12323878684624429,0.1007638350262009,0.05310871462751947,honest
0.5939959385481364,0.642786929736834,0.5952939163517604,0.610692261545577,0.048790991188697674,honest
0.3849688990392166,0.3752830484321356,0.395242099576832,0.38516468234939477,0.010273200537615379,honest
0.6329211741738219,0.5854577906230839,0.6128618941462181,0.610413619647708,-0.02005928002760382,honest
0.2865608584832887,0.3594629496206249,0.30147166661205643,0.31583182490532336,0.0729020911373362,honest
0.8267511067414169,0.8431183744958556,0.8139009534522099,0.8279234782298275,0.01636726775443864,honest
0.5607748770829737,0.5310474064808917,0.5837683192272378,0.5585302009303678,0.02299344214426413,honest
0.27704948659583,0.33916511954340145,0.29232895789338953,0.30284785467754033,0.06211563294757144,honest
0.8977597251825902,0.8938533065043763,0.839382737507876,0.8769985897316142,-0.003906418678213841,honest
0.1551971494818665,0.10518370805482538,0.15903077512746092,0.1398038775547176,0.0038336256455944184,honest
0.9061969272181383,0.8503408708783609,0.8594057545315947,0.8719811842093647,-0.046791172686543536,honest
0.7626015377291133,0.7478586118820948,0.7865894634593206,0.7656832043568428,0.02398792573020725,honest
0.8685267989961221,0.8559299363375613,0.8086414687057016,0.8443660680131283,-0.012596862658560748,honest
0.6410111663697621,0.5560141828829882,0.5938387465957095,0.5969546986161532,-0.04717241977405262,honest
0.8259753193177848,0.8216000316418911,0.8221468659410752,0.8232407389669171,-0.003828453376709562,honest
0.3669521054022534,0.4185290365236555,0.4186042604437222,0.401361800789877,0.05165215504146875,honest
0.8349819101197301,0.7947920947501768,0.793809484332803,0.80786116306757,-0.04018981536955335,honest
0.7536325362511967,0.7588328308991905,0.7682154101170303,0.7602269257558057,0.014582873865833568,honest
0.7958037891392066,0.7995625687180474,0.7714024674381399,0.7889229417651312,0.003758779578840854,honest
0.5162183401766135,0.5591839146101852,0.566888576267697,0.5474302770181653,0.050670236091083454,honest
0.33831632775952863,0.2822830266965325,0.282967820577549,0.3011890583445367,-0.055348507181979645,honest
0.7440995126688529,0.7207864997929151,0.760304774533207,0.7417302623316583,0.016205261864354115,honest
0.6875769452285729,0.7282838900607886,0.6745295889782654,0.696796808089209,0.04070694483221571,honest
0.14448084009170098,0.14540888909589683,0.1550883670847068,0.1483260320907682,0.010607526993005822,honest
0.7284582749243826,0.6825031018082488,0.6631687142722538,0.6913766970016284,-0.04595517311613384,honest
0.7132321809411704,0.7300460978855265,0.6939945939491896,0.7124242909252955,0.01681391694435619,honest
0.16654543620015855,0.1538786067835866,0.13987801534173583,0.153434019441827,-0.012666829416571934,honest
0.39449178753850045,0.3928060597985245,0.40218664534787546,0.3964948308949668,0.007694857809375011,honest
0.5608409240349027,0.5554010694366696,0.5173747214594907,0.544538904977021,-0.005439854598233151,honest
0.8876819162001321,0.8693276297816953,0.8750642991539905,0.8773579483786059,-0.012617617046141616,honest
0.41045314889234774,0.4212773178073581,0.4614646609886689,0.4310650425627916,0.051011512096321154,honest
0.07312205495449632,0.06611505510597998,0.06558767113570171,0.06827492706539266,-0.00700699984851634,honest
0.8047342531468082,0.7817858501175383,0.744151883273906,0.7768906621794175,-0.022948403029269926,honest
0.4906398771715225,0.46061288708446746,0.48667786501726323,0.47931020975775107,-0.003962012154259287,honest
0.43038879732312046,0.4323131526046632,0.37333418849510325,0.41201204614096226,0.0019243552815427223,honest
0.4122760832726006,0.40000371755918573,0.4353390758200092,0.4158729588839319,0.023062992547408567,honest
0.593248348003299,0.5840117800351989,0.6411968331157876,0.6061523203847619,0.047948485112488615,honest
0.12978660656064378,0.1652320725757932,0.12875646622088535,0.1412583817857741,0.03544546601514942,honest
0.42486476280945285,0.4063612300143692,0.415097619896811,0.41544120424021097,-0.009767142912641857,honest
0.8417821108012976,0.8992909034036116,0.8937069112168265,0.8782599751405785,0.05750879260231401,honest
0.2135690379189537,0.21671070796917982,0.20845509039659213,0.21291161209490858,0.003141670050226114,honest
0.1938550459463784,0.13267323345076562,0.15745193163411886,0.16132673701042097,-0.03640311431225954,honest
0.7282274423491462,0.8073470970344572,0.7540857262529036,0.7632200885455024,0.07911965468531101,honest
0.21420557863374007,0.2074261467753134,0.2322790634500303,0.21797026295302793,0.01807348481629023,honest
0.7184049280815935,0.6662602923002393,0.6558007894210809,0.6801553366009712,-0.0521446357813542,honest
0.7311752752394132,0.7495423155127541,0.6917535690038293,0.7241570532519989,0.018367040273340907,honest
0.42525576470842624,0.38169482265952837,0.440690201194583,0.4158802628541792,0.015434436486156777,honest
0.7796296042119113,0.8118173082535591,0.8121844888828776,0.8012104671161161,0.032554884670966344,honest
0.22275438573670275,0.18302433231353182,0.21514484167952025,0.2069745199099183,-0.007609544057182505,honest
0.3955920036741095,0.34495984869790575,0.3071234459725193,0.3492250994481782,-0.05063215497620377,honest
0.7834342488140243,0.8062369448944524,0.8693117778404915,0.8196609905163227,0.08587752902646717,honest
0.8678295063623735,0.8736694387670249,0.8553302697478768,0.865609738292425,0.005839932404651305,honest
0.3174350718954433,0.35182046296615554,0.35980607030221967,0.3430205350546062,0.04237099840677638,honest
0.7622250492601342,0.6923838452855479,0.732705265450937,0.729104719998873,-0.029519783809197286,honest
0.150999896245689,0.14020005815065315,0.18481742628914544,0.15867246022849588,0.033817530043456445,honest
0.3424387116844236,0.3450311782469466,0.4068830732134102,0.3647843210482602,0.06444436152898664,honest
0.5546867182652879,0.5529851312645085,0.6146713637989208,0.5741144044429057,0.05998464553363292,honest
0.19039641102039045,0.17883462780700446,0.11634528315554482,0.16185877399431325,-0.011561783213385995,honest
0.21653412911827108,0.15529725084376556,0.15493438597484263,0.17558858864562643,-0.061236878274505524,honest
0.794964511544388,0.7988397601882892,0.7755774723318962,0.789793914688191,0.003875248643901208,honest
0.35935774009459953,0.4287223600174764,0.4068480933983132,0.39830939783679636,0.06936461992287685,honest
0.4800130459070546,0.40049735562819616,0.43864011782666695,0.4397168397873059,-0.04137292808038767,honest
0.10594898001334788,0.06471324338211898,0.07096470744074244,0.08054231027873643,-0.03498427257260543,honest
0.20894202763329028,0.21862548534822623,0.20235787393139987,0.20997512897097215,0.00968345771493595,honest
0.8572250967320039,0.8483092474078195,0.9065979515985796,0.8707107652461343,0.04937285486657572,honest
0.32519892475962325,0.23009211828454373,0.32586455348632604,0.293718532176831,0.0006656287267027827,honest
0.173642240930268,0.1372980404690909,0.18382440917239093,0.16492156352391663,0.010182168242122924,honest
0.1644226802284512,0.205967505350229,0.16134703620533397,0.17724574059467138,0.04154482512177782,honest
0.6230937794066718,0.5989730169849874,0.6162747185166164,0.6127805049694252,-0.006819060890055351,honest
0.6075672505875791,0.521996087572626,0.5455477684977033,0.5583703688859695,-0.062019482089875844,honest
0.8993555656503386,0.8558948625398183,0.8723424470414006,0.8758642917438525,-0.027013118608937958,honest
0.29071706235728234,0.3182747868789044,0.30724016918751146,0.3054106728078994,0.027557724521622085,honest
0.5246983531771962,0.6143643702473143,0.6155459639286579,0.5848695624510561,0.09084761075146175,honest
0.6621390078502082,0.6394821328444289,0.689908873186491,0.6638433379603761,0.027769865336282784,honest
0.6140466319775926,0.6888776564924877,0.6800386623354203,0.6609876502685003,0.0748310245148951,honest
0.8824118814723753,0.8711814502271182,0.8516642342626012,0.8684191886540317,-0.011230431245257022,honest
0.8827891756332515,0.8007046536938296,0.7988194841329359,0.827437771153339,-0.08208452193942195,honest
0.43222602658062304,0.4498983064339342,0.36621238261279254,0.4161122385424499,0.017672279853311157,honest
0.5633936579448103,0.6222960120631685,0.6095164645952791,0.5984020448677526,0.0589023541183582,honest
0.7675322797484073,0.7621449140026768,0.748003670961981,0.759226954904355,-0.00538736574573051,honest
0.18157263494624704,0.17639049823374947,0.19507216464935478,0.18434509927645046,0.013499529703107749,honest
0.902852640219387,0.9242082111771753,0.9417860426473671,0.9229489646813098,0.038933402427980046,honest
0.754452722716249,0.7747723260729386,0.7426338540570787,0.7572863009487554,0.020319603356689586,honest
0.8738582852520659,0.8361051023573242,0.8804108902475636,0.8634580926189845,0.006552604995497702,honest
0.5803188641696007,0.5558583515862795,0.6116599119255965,0.5826123758938256,0.03134104775599589,honest
0.5434779998965986,0.518262510834234,0.5514643107548887,0.5377349404952404,0.007986310858290047,honest
0.5476192681731271,0.579190831285423,0.5318737576408282,0.5528946190331262,0.03157156311229592,honest
0.1600904503918465,0.2327259083278745,0.21924313789585906,0.20401983220519335,0.07263545793602799,honest
0.63456023063027,0.6269009620380559,0.6147182810461671,0.625393157904831,-0.007659268592214108,honest
0.38946181573074096,0.3696944515552509,0.37421753924765055,0.37779126884454745,-0.015244276483090402,honest
0.8081525022973288,0.8247259045109798,0.8516922568691131,0.8281902212258072,0.04353975457178427,honest
0.42944289587980355,0.4534705967316907,0.4621862882227804,0.44836659361142495,0.03274339234297685,honest
0.26031754725937983,0.21687041405118418,0.1934832235731262,0.2235570616278967,-0.043447133208195654,honest
0.5153118625191568,0.46657041438989605,0.45018376601935994,0.4773553476428043,-0.04874144812926079,honest
0.5807352453311999,0.564307016264247,0.5696086556444455,0.5715503057466308,-0.011126589686754396,honest
0.1676269405174474,0.16631938843115898,0.21652414564653943,0.18349015819838196,0.04889720512909204,honest
0.23007079585170218,0.28518290850991707,0.24290023154560308,0.25271797863574075,0.05511211265821489,honest
0.6012781779369848,0.6032750926976889,0.5881330524434697,0.5975621076927143,0.0019969147607040716,honest
0.21300708436092752,0.20284909888540634,0.1940183038334372,0.20329149569325702,-0.010157985475521186,honest
0.19258657368375326,0.1671420687210599,0.18293568298528823,0.18088810846336711,-0.009650890698465031,honest
0.5217732995468221,0.4566650306679954,0.5326748565747897,0.5037043955965358,0.01090155702796769,honest
0.5604962147876135,0.639678174003404,0.6444075516459076,0.6148606468123083,0.0839113368582941,honest
0.12655013269861137,0.17948249586319714,0.17368833692225685,0.15990698849468846,0.05293236316458577,honest
0.2185517478187729,0.23466402576424006,0.246069114004204,0.23309496252907233,0.027517366185431102,honest
0.5814951811812141,0.5908572888375516,0.6193509110376125,0.5972344603521261,0.0378557298563984,honest
0.1045902567468804,0.15068152090093356,0.16886724608119824,0.1413796745763374,0.06427698933431784,honest
0.5125533022190645,0.4700591548265105,0.5040831903748784,0.4955652158068178,-0.008470111844186112,honest
0.5003408635274915,0.5030181362589567,0.5138222294744809,0.5057270764203098,0.013481365946989343,honest
0.09826487478049892,0.08720175892183556,0.09880669343997256,0.09475777571410234,0.0005418186594736418,honest
0.2348624335293905,0.20516895081080586,0.21371993736984995,0.21791710723668212,-0.021142496159540558,honest
0.7311812107787764,0.690029019694613,0.7350476450677255,0.7187526251803718,0.003866434288949061,honest
0.5940168418351364,0.5626388490396713,0.5322309246962598,0.5629622051903559,-0.03137799279546505,honest
0.3133289542788431,0.3416124487721397,0.3340985551058708,0.32967998605228455,0.02828349449329659,honest
0.433528905597575,0.39545486265396573,0.3586000598918765,0.39586127604780574,-0.038074042943609276,honest
0.1467118920147562,0.1560217509347738,0.14749411542227855,0.1500759194572695,0.009309858920017594,honest
0.2277631361104293,0.21659097877052008,0.2889301617036871,0.24442809219487885,0.06116702559325782,honest
0.16663813548633927,0.15522667922827993,0.21242485822017443,0.17809655764493124,0.04578672273383516,honest
0.17941668163901603,0.23657816506197876,0.22618183432383993,0.2140588936749449,0.05716148342296273,honest
0.729447939463918,0.7207464154984305,0.7705219787518671,0.7402387779047386,0.04107403928794917,honest
0.8491770806034616,0.8506620602490587,0.821498700668097,0.840445947173539,0.0014849796455970177,honest
0.6842987214093019,0.6979622701939739,0.7081379904151912,0.6967996606728223,0.023839269005889285,honest
0.48032927618907206,0.46757198542148437,0.5171503071917273,0.4883505229340946,0.03682103100265521,honest
0.33902826473446585,0.29634071411962487,0.3290184527776864,0.32146247721059235,-0.010009811956779469,honest
0.4812538997235114,0.5097319738606607,0.48951301373516615,0.4934996291064461,0.028478074137149312,honest
0.19969599961720874,0.1329353608756865,0.18168742096367768,0.17143959381885762,-0.01800857865353106,honest
0.32186279603340406,0.3297353097999798,0.3132763978717955,0.32162483456839314,0.007872513766575717,honest
0.4684450422548536,0.4621477774944263,0.5202138652649093,0.48360222833806304,0.0517688230100557,honest
0.8109982172968346,0.7269252485787379,0.7875822737505478,0.7751685798753734,-0.023415943546286844,honest
0.8187956720733963,0.8073219921935081,0.8747844303858362,0.8336340315509135,0.05598875831243988,honest
0.5937613682197567,0.5235557282065585,0.5891052217299185,0.5688074393854112,-0.004656146489838142,honest
0.22766745032476612,0.22772843583129496,0.29275932806133387,0.24938507140579833,0.06509187773656774,honest
0.6344643190338721,0.6180408249693103,0.669877830638271,0.6407943248804845,0.03541351160439887,honest
0.445616029885266,0.40786957679513014,0.40165052888059904,0.41837871185366504,-0.037746453090135856,honest
0.45028161595209937,0.4949047665533103,0.4704158675449331,0.47186741668344756,0.044623150601210915,honest
0.3257276134449107,0.274159278254775,0.29012544222885267,0.29667077797617947,-0.03560217121605802,honest
0.8376014883630367,0.7868674928424739,0.869160901132985,0.8312099607794986,0.031559412769948336,honest
0.5856570039228428,0.566093649723473,0.6315689613841639,0.5944398716768265,0.04591195746132104,honest
0.5994043139404429,0.6354474630479066,0.6249179258652638,0.6199232342845379,0.036043149107463646,honest
0.20251211056575577,0.19618881776764752,0.24573453304346865,0.2148118204589573,0.04322242247771288,honest
0.13381491627575517,0.15307181636269257,0.16450251146479847,0.15046308136774875,0.030687595189043293,honest
0.4057911294399273,0.33472857266824674,0.4083106281461778,0.3829434434181172,0.0025194987062505114,honest
0.19171965892162268,0.23172046644354133,0.16698267260046332,0.19680759932187578,0.040000807521918647,honest
0.30562637302541984,0.3054047698407206,0.2975158794746429,0.30284900744692783,-0.00022160318469921503,honest
0.6594311999084396,0.6303386614643752,0.6397283549240719,0.6431660720989623,-0.019702844984367696,honest
0.2861232295745034,0.2536173529177526,0.23536331511750455,0.2583679658699202,-0.03250587665675081,honest
0.5143329768764877,0.4349397832269141,0.4782276261169858,0.47583346207346255,-0.036105350759501886,honest
0.5158563666510376,0.45652196148965685,0.541923334001988,0.5047672207142275,0.026066967350950376,honest
0.8522079443458108,0.8653597083745792,0.8879445641046195,0.8685040722750031,0.03573661975880871,honest
0.631044811742145,0.6734197434674002,0.6764624120890045,0.6603089890995166,0.04541760034685949,honest
0.4629489606043812,0.48274123851881034,0.4818613883325865,0.475850529151926,0.01979227791442917,honest
0.4219953017073812,0.5091556170195392,0.4945613057678991,0.4752374081649398,0.08716031531215795,honest
0.24181433322435072,0.2367197811688263,0.2016139506752207,0.22671602168946592,-0.005094552055524421,honest
0.5629206189829564,0.5284965124781466,0.5565400727605335,0.5493190680738788,-0.0063805462224229,honest
0.6927459611788696,0.7256326760475237,0.7320996282375035,0.7168260884879656,0.03935366705863397,honest
0.5719020439916144,0.5145510817869344,0.5146118025399611,0.5336883094395033,-0.05729024145165329,honest
0.6852227925767794,0.6624614807817969,0.685244950101068,0.6776430744865481,2.2157524288579644e-05,honest
0.18032431495446222,0.21252239357778785,0.20457816125429468,0.19914162326218157,0.03219807862332563,honest
0.8181161107661433,0.8399355558822844,0.8451031496464331,0.8343849387649537,0.02698703888028975,honest
0.12682930247233798,0.07827916195764206,0.15658259701761243,0.12056368714919748,0.02975329454527445,honest
0.21039259457519277,0.17746514901035476,0.2686176073870851,0.21882511699087756,0.05822501281189235,honest
0.5112945099969985,0.4584636560038369,0.5267520553049119,0.4988367404352491,0.015457545307913323,honest
0.30772990342053996,0.23843843852466934,0.23699324654283527,0.26105386282934817,-0.06929146489587062,honest
0.12644642878947582,0.13572384760473755,0.08581059822131114,0.1159936248718415,0.009277418815261729,honest
0.7157509768308112,0.7228611202887665,0.7144983680498314,0.717703488389803,0.0071101434579552425,honest
0.42657448183108254,0.386134473293332,0.38880326174978785,0.4005040722914008,-0.03777122008129469,honest
0.8340400430241771,0.7767594284387891,0.7665029641251693,0.7924341451960452,-0.05728061458538802,honest
0.6060730517010222,0.5677382701572471,0.5808148943278316,0.584875405395367,-0.025258157373190593,honest
0.6886701772689332,0.6254873823282664,0.6449749992712129,0.6530441862894708,-0.04369517799772027,honest
0.30204911163033,0.23683089104589358,0.24527069546891456,0.26138356604837937,-0.056778416161415435,honest
0.7077873345039849,0.755207479083739,0.7137511464032242,0.7255819866636495,0.047420144579754075,honest
0.15387033330742153,0.20177980739304205,0.2151227610181047,0.19025763390618944,0.06125242771068318,honest
0.7538942446154389,0.7809844053106579,0.7346743211951754,0.7565176570404241,0.02709016069521908,honest
0.3741517660609226,0.28581837655988424,0.29306903729425743,0.3176797266383548,-0.08108272876666517,honest
0.21896222450420388,0.23445254762580164,0.2746131602137911,0.2426759774479322,0.055650935709587235,honest
0.47640681158169584,0.4688839966478424,0.4213213756437859,0.45553739462444137,-0.007522814933853428,honest
0.2955079875617607,0.31656824099651476,0.2843451108273216,0.29880711312853236,0.02106025343475404,honest
0.5902602914984313,0.6045238443645053,0.5929317791928389,0.5959053050185918,0.014263552866074058,honest
0.3804179383297498,0.3619331870495102,0.2995839252101794,0.3473116835298131,-0.018484751280239575,honest
0.7935175005432816,0.8342296034077394,0.8247599063130618,0.8175023367546942,0.04071210286445781,honest
0.39241773440739847,0.41703853951388137,0.4443342250414734,0.4179301663209178,0.05191649063407494,honest
0.582571344404238,0.5707181832682002,0.6402755995408477,0.5978550424044285,0.057704255136609706,honest
0.8900907627931103,0.8546896731476721,0.8647524772147787,0.869844304385187,-0.02533828557833162,honest
0.15614242189402328,0.0764876495269875,0.12236418878939875,0.11833142007013651,-0.03377823310462452,honest
0.3246619768013441,0.33438621538495117,0.352218356920485,0.3370888497022601,0.027556380119140855,honest
0.21623660027433067,0.22882558041536333,0.3051388815932931,0.2500670207609957,0.08890228131896244,honest
0.808853372267043,0.8091637480933775,0.8156157295046377,0.8112109499550194,0.006762357237594663,honest
0.28173821749125566,0.23217407538796697,0.22861087572370942,0.247507722867644,-0.04956414210328869,honest
0.4698307609037755,0.48176250110187796,0.5389375258689071,0.4968435959581869,0.06910676496513157,honest
0.17655414528674,0.14077384530823328,0.15516849574429883,0.15749882877975738,-0.021385649542441154,honest
0.3165222610630548,0.3528595799349844,0.31066716097887737,0.3266830006589722,0.03633731887192959,honest
0.5507287524574277,0.5694908287737825,0.5968066861699935,0.5723420891337346,0.046077933712565855,honest
0.6575517156272759,0.6391759912743287,0.6622840821981828,0.6530039296999292,0.004732366570906921,honest
0.5312049259086289,0.5756989692803275,0.5857466294518928,0.5642168415469496,0.05454170354326393,honest
0.39448633302815095,0.3280549379669459,0.3249088908271496,0.34915005394074883,-0.06643139506120505,honest
0.6821001365835025,0.7013912446056563,0.6760337388232573,0.6865083733374719,0.019291108022153725,honest
0.32903185835870546,0.32706321448818343,0.3165912736767282,0.32422878217453904,-0.0019686438705220355,honest
0.32673917647087886,0.3038134994779728,0.2768743171166336,0.30247566435516177,-0.02292567699290604,honest
0.7975327234616905,0.8788745957518745,0.8284514376655898,0.8349529189597183,0.08134187229018408,honest
0.25229643780873157,0.28540092665853656,0.27132883171185185,0.2696753987263733,0.03310448884980499,honest
0.7611272549602316,0.7644765747409451,0.7801684834456918,0.7685907710489562,0.019041228485460193,honest
0.2986769034516628,0.271855351269309,0.3485012078870135,0.3063444875359951,0.049824304435350686,honest
0.8091901528861412,0.8758049890008595,0.8977723034908572,0.8609224817926192,0.08858215060471608,honest
0.2512547991571298,0.286009105860671,0.1978548739604467,0.24503959299274913,0.03475430670354124,honest
0.637671114534727,0.700375833335125,0.7050420383140087,0.6810296620612869,0.06737092377928167,honest
0.8528346129564934,0.8916174563896785,0.8898681311442541,0.8781067334968086,0.038782843433185055,honest
0.3881719260096722,0.30898114206615374,0.3649073664428098,0.35402014483954525,-0.02326455956686241,honest
0.24606375840789033,0.24170238999308336,0.3036359474179764,0.26380069860631666,0.05757218901008607,honest
0.3943766481673291,0.32843560509434716,0.353429004797514,0.3587470860197301,-0.0409476433698151,honest
0.5606653503841661,0.5134682841934768,0.5441821715439707,0.5394386020405378,-0.016483178840195345,honest
0.8203685174071802,0.7820781460643131,0.7612222767446035,0.7878896467386989,-0.03829037134286706,honest
0.7482060402057826,0.8335492663891638,0.7989728125234651,0.7935760397061372,0.0853432261833812,honest
0.8811324823876835,0.9010475698636508,0.836325340355488,0.8728351308689408,0.019915087475967264,honest
0.7039437225058258,0.7117381931752924,0.7265011774667386,0.7140610310492855,0.02255745496091277,honest
0.8473500382690005,0.8257690327355228,0.7907183695658044,0.8212791468567758,-0.021581005533477637,honest
0.46084383198054524,0.4109633163984864,0.3981330131347956,0.42331338717127576,-0.04988051558205886,honest
0.3624216252780294,0.3633285381582202,0.3570585012176122,0.36093622155128724,0.0009069128801907911,honest
0.08546194518243089,0.18244679068269265,0.12645186508267575,0.13145353364926643,0.09698484550026176,honest
0.42542604599705236,0.37928670651425184,0.45245743612276795,0.41905672954469075,0.027031390125715593,honest
0.6880171117636675,0.7208340891109345,0.7669878422886581,0.7252796810544201,0.0789707305249906,honest
0.8525257689581152,0.867126756754199,0.8224890124423357,0.8473805127182166,0.014600987796083875,honest
0.8661020710479256,0.9372080783230938,0.9078995658088181,0.9037365717266125,0.07110600727516825,honest
0.5874582870047382,0.5592564170748633,0.5538422391036382,0.5668523143944132,-0.028201869929874945,honest
0.24503279347056572,0.3043474146128156,0.26140149317281325,0.2702605670853982,0.05931462114224989,honest
0.19318440426479824,0.18465272974705968,0.1890493695702384,0.18896216786069878,-0.004135034694559836,honest
0.863315783039097,0.8855504600074141,0.9217501056875573,0.8902054495780227,0.05843432264846038,honest
0.6222060850770194,0.6883998069420956,0.6292605516266999,0.6466221478819382,0.06619372186507622,honest
0.28275153414743986,0.2883480853422688,0.2870627126418796,0.28605411071052944,0.005596551194828936,honest
0.21093555618124193,0.1497494741770745,0.1361409620464843,0.16560866413493358,-0.06118608200416745,honest
0.8565636137181571,0.8472112256217269,0.8419500713676696,0.8485749702358513,-0.009352388096430242,honest
0.6292793215721314,0.5828922605023584,0.6150389058182872,0.6090701626309257,-0.01424041575384416,honest
0.37412619198588376,0.42049282497870966,0.39773838711772824,0.39745246802744055,0.046366632992825896,honest
0.1368552929210995,0.18316284909207795,0.12245005867514838,0.14748940022944193,0.04630755617097845,honest
0.7804801839404124,0.7790241889716798,0.7902063097049667,0.7832368942056863,0.009726125764554339,honest
0.7445256935303386,0.7775463879960257,0.7663179691396984,0.7627966835553543,0.03302069446568712,honest
0.3514856147710529,0.3433652182962299,0.3294677996013796,0.34143954422288747,-0.008120396474822988,honest
0.8171948033713737,0.801301680946897,0.8141667161117607,0.8108877334766772,-0.0030280872596130104,honest
0.675991246511457,0.6698383071569454,0.683248833291191,0.6763594623198644,0.007257586779733982,honest
0.2649711601543518,0.2640684370089822,0.17980881253791486,0.23628280323374962,-0.0009027231453695994,honest
